New Stock Screen
2026-06-06

Ticker,Name,Last,Rank,MktCap,ccFIGI,PeriodDateQ,SectorCode,IndCode,Pr4W%Chg,SalesGr%TTM,EPSExclXorGr%TTM,PEExclXorTTM,ProjPECurFY,PEGLT,Yield,
PURR,"Hyperliquid Strategies, Inc.",8.53,41.81,1232.14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
AGBK,"AGI, Inc. (Brazil)",6.71,41.78,1231.73,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
HYLN,Hyliion Holdings Corp.,6.90,41.76,1230.39,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ADTN,"ADTRAN Holdings, Inc.",15.35,41.73,1228.50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
EYE,"National Vision Holdings, Inc.",15.44,41.71,1224.54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CTBI,"Community Trust Bancorp, Inc. (Kentucky)",67.58,41.68,1224.27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
MPLT,"MapLight Therapeutics, Inc.",28.01,41.66,1222.40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
VZLA,Vizsla Silver Corp.,3.36,41.63,1219.62,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
HTLD,"Heartland Express, Inc.",15.74,41.61,1219.02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
OI,"O-I Glass, Inc.",7.91,41.58,1214.93,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
RDWR,Radware Ltd.,27.94,41.56,1213.56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
AMN,"AMN Healthcare Services, Inc.",31.69,41.53,1213.24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ATEC,"Alphatec Holdings, Inc.",8.00,41.51,1210.85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
NPKI,"NPK International, Inc.",14.28,41.48,1205.90,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
VTOL,"Bristow Group, Inc.",41.64,41.46,1204.23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CNL,Collective Mining Ltd.,13.97,41.43,1203.97,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
PDS,Precision Drilling Corp.,93.00,41.41,1203.43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
LUCK,Lucky Strike Entertainment Corp.,7.63,41.38,1200.75,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
XZO,"Exzeo Group, Inc.",13.22,41.36,1200.06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
AVLN,"Avalyn Pharma, Inc.",27.06,41.33,1199.65,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
TDAY,"USA TODAY Co., Inc.",8.15,41.31,1198.94,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
FMBH,"First Mid Bancshares, Inc.",45.03,41.28,1198.80,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
OPFI,"OppFi, Inc.",8.31,41.26,1197.32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
LNN,Lindsay Corp.,112.67,41.23,1193.40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
PICS,PicS NV,9.18,41.21,1189.61,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
GIC,Global Industrial Co.,30.79,41.18,1185.23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
NNE,"NANO Nuclear Energy, Inc.",23.56,41.16,1183.89,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
IRMD,IRadimed Corp.,93.07,41.13,1183.85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
COAG,"Hemab Therapeutics Holdings, Inc.",25.30,41.11,1181.65,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
HLF,Herbalife Ltd.,11.43,41.08,1180.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
INSP,"Inspire Medical Systems, Inc.",41.19,41.06,1177.59,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CEVA,"CEVA, Inc.",43.58,41.03,1177.30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
NMAX,"Newsmax, Inc.",9.11,41.01,1176.45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
RXT,"Rackspace Technology, Inc.",4.70,40.98,1172.59,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SBH,"Sally Beauty Holdings, Inc.",12.08,40.96,1171.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
MMI,"Marcus & Millichap, Inc.",30.10,40.93,1171.57,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
TROX,Tronox Holdings plc,7.34,40.91,1170.83,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
PGY,Pagaya Technologies Ltd.,14.56,40.88,1170.56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
VIA,"Via Transportation, Inc.",14.74,40.86,1169.72,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CSIQ,"Canadian Solar, Inc.",17.16,40.83,1163.74,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
AVNS,"Avanos Medical, Inc.",25.05,40.81,1162.79,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
LGIH,"LGI Homes, Inc.",50.35,40.78,1162.03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
PLTK,Playtika Holding Corp.,3.09,40.76,1162.01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
AVEX,AEVEX Corp.,22.87,40.73,1160.52,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
GCT,"GigaCloud Technology, Inc.",31.53,40.71,1159.91,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SCL,Stepan Co.,51.28,40.68,1159.90,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
UVSP,Univest Financial Corp.,40.57,40.66,1155.26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
UFCS,"United Fire Group, Inc.",45.23,40.63,1154.01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
BFLY,"Butterfly Network, Inc.",4.57,40.61,1150.46,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ASTE,"Astec Industries, Inc.",50.23,40.58,1149.05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
BV,"BrightView Holdings, Inc.",12.32,40.56,1148.22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
LQDT,"Liquidity Services, Inc.",37.23,40.53,1146.89,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CRML,Critical Metals Corp.,9.74,40.51,1146.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CDNA,"CareDx, Inc.",22.25,40.48,1144.38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
HFWA,Heritage Financial Corp. (Washington),27.78,40.46,1142.62,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
NAT,Nordic American Tankers Ltd.,5.39,40.43,1141.34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ODC,Oil-Dri Corp. of America,84.03,40.41,1135.94,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
OSBC,"Old Second Bancorp, Inc.",21.56,40.38,1135.14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SMPL,The Simply Good Foods Co.,11.94,40.36,1134.29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SBR,Sabine Royalty Trust,77.76,40.33,1133.69,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
NWPX,"NWPX Infrastructure, Inc.",117.76,40.31,1131.63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
JBGS,JBG SMITH Properties,14.89,40.28,1129.02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
GOLD,"Gold.com, Inc.",39.62,40.26,1128.14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
PSNL,"Personalis, Inc.",10.75,40.23,1124.79,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
MCB,Metropolitan Bank Holding Corp.,90.85,40.21,1116.83,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
KMTS,Kestra Medical Technologies Ltd.,19.40,40.18,1114.51,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
TWFG,"TWFG, Inc.",19.87,40.16,1114.22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SAFE,"Safehold, Inc.",15.48,40.13,1110.78,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
DEA,"Easterly Government Properties, Inc.",23.90,40.11,1110.14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
AIIR,AIR Global PLC,6.91,40.08,1108.27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CIM,Chimera Investment Corp.,13.24,40.06,1107.47,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
THRM,"Gentherm, Inc.",36.25,40.03,1106.54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
UAMY,United States Antimony Corp.,7.71,40.01,1105.40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
PDM,"Piedmont Realty Trust, Inc.",8.84,39.99,1105.17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ALVO,Alvotech,3.54,39.96,1104.65,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ZBIO,"Zenas BioPharma, Inc.",17.47,39.94,1102.94,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
WVE,Wave Life Sciences Ltd.,5.73,39.91,1102.34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
IGIC,International General Insurance Holdings Ltd.,25.61,39.89,1097.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
PNTG,"The Pennant Group, Inc.",31.71,39.86,1095.96,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ROCK,"Gibraltar Industries, Inc.",36.97,39.84,1092.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
TEN,Tsakos Energy Navigation Ltd.,37.00,39.81,1089.63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
DQ,Daqo New Energy Corp.,16.32,39.79,1089.39,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CVLG,"Covenant Logistics Group, Inc.",43.52,39.76,1088.85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CNMD,CONMED Corp.,35.16,39.74,1088.83,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
MUX,"McEwen, Inc.",18.28,39.71,1086.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
UPWK,"Upwork, Inc.",8.76,39.69,1082.02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
APPS,"Digital Turbine, Inc.",9.01,39.66,1080.30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
PXED,"Phoenix Education Partners, Inc.",30.33,39.64,1079.63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SHAZ,"SharonAI Holdings, Inc.",67.41,39.61,1078.54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
HBT,"HBT Financial, Inc.",28.95,39.59,1069.18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CCB,Coastal Financial Corp. (Washington),70.24,39.56,1062.12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
GILT,Gilat Satellite Networks Ltd.,14.52,39.54,1062.05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
UPBD,"Upbound Group, Inc.",18.27,39.51,1061.81,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
GNK,Genco Shipping & Trading Ltd.,24.69,39.49,1060.67,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
LIFE,"Ethos Technologies, Inc.",16.82,39.46,1059.56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SDGR,"Schrödinger, Inc.",14.38,39.44,1058.45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
OMDA,"Omada Health, Inc.",17.93,39.41,1056.53,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
COLL,"Collegium Pharmaceutical, Inc.",33.38,39.39,1055.17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SIFY,Sify Technologies Ltd.,14.56,39.36,1051.55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
OCSL,Oaktree Specialty Lending Corp.,11.92,39.34,1049.98,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
PZZA,"Papa John's International, Inc.",31.92,39.31,1049.88,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
BRBR,"BellRing Brands, Inc.",8.77,39.29,1049.52,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
MNKD,MannKind Corp.,3.40,39.26,1047.54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
UVE,"Universal Insurance Holdings, Inc.",37.34,39.24,1047.35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SAFT,"Safety Insurance Group, Inc.",70.27,39.21,1046.61,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
GPRE,"Green Plains, Inc.",14.97,39.19,1045.43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
DEC,Diversified Energy Co.,13.82,39.16,1044.55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CSR,Centerspace,59.26,39.14,1044.37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
DLX,Deluxe Corp.,23.16,39.11,1044.09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
AKTS,"Aktis Oncology, Inc.",18.87,39.09,1043.06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
AZTA,"Azenta, Inc.",22.69,39.06,1040.10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
LZ,"LegalZoom.com, Inc.",5.74,39.04,1034.63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
FUBO,"fuboTV, Inc.",9.54,39.01,1034.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
MGRT,"Mega Fortune Co., Ltd.",75.12,38.99,1032.90,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CFFN,"Capitol Federal Financial, Inc.",7.85,38.96,1031.79,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ABR,"Arbor Realty Trust, Inc.",5.25,38.94,1027.48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
LUXE,LuxExperience BV,7.48,38.91,1026.72,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
XERS,"Xeris Biopharma Holdings, Inc.",6.18,38.89,1025.41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
PLOW,"Douglas Dynamics, Inc.",44.46,38.86,1024.40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
AMPL,"Amplitude, Inc.",7.66,38.84,1024.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
REAL,"The RealReal, Inc.",8.87,38.81,1022.15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ASST,"Strive, Inc. (United States)",13.92,38.79,1017.33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SATL,"Satellogic, Inc.",7.12,38.76,1017.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ACEL,"Accel Entertainment, Inc.",12.06,38.74,1016.58,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
EVLV,"Evolv Technologies Holdings, Inc.",5.91,38.71,1015.88,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
OPY,"Oppenheimer Holdings, Inc.",97.33,38.69,1014.75,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
PRCH,"Porch Group, Inc.",9.26,38.66,1013.07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
GSBD,"Goldman Sachs BDC, Inc.",8.86,38.64,1011.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
MLKN,"MillerKnoll, Inc.",14.78,38.61,1010.58,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
UTZ,"UTZ Brands, Inc.",7.07,38.59,1010.01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
RHLD,"Resolute Holdings Management, Inc.",118.68,38.56,1008.86,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
JKS,"JinkoSolar Holding Co., Ltd.",20.06,38.54,1008.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SBET,"Sharplink, Inc.",5.19,38.51,1007.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
HIVE,HIVE Digital Technologies Ltd.,3.77,38.49,1006.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SENEA,Seneca Foods Corp.,146.79,38.46,1001.14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SVRA,"Savara, Inc.",5.09,38.44,1001.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SBGI,"Sinclair, Inc.",13.85,38.41,997.33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SBSI,"Southside Bancshares, Inc.",33.15,38.39,997.16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
KOPN,Kopin Corp.,5.46,38.36,996.03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
TK,Teekay Corp. Ltd.,11.56,38.34,994.82,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
INNV,InnovAge Holding Corp.,7.30,38.31,990.61,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
VRTS,"Virtus Investment Partners, Inc.",146.57,38.29,989.99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
EEX,"Emerald Holding, Inc.",4.97,38.26,983.61,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ASM,Avino Silver & Gold Mines Ltd.,5.84,38.24,980.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ABSI,Absci Corp.,6.40,38.21,979.34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
EQBK,"Equity Bancshares, Inc.",46.64,38.19,979.07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
HSLV,Highlander Silver Corp.,4.58,38.16,978.71,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
MSEX,Middlesex Water Co.,53.37,38.14,978.69,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
QDEL,QuidelOrtho Corp.,14.33,38.11,977.18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
EYPT,"EyePoint, Inc.",11.78,38.09,975.23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
BUR,Burford Capital Ltd.,4.45,38.06,974.86,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ACVA,"ACV Auctions, Inc.",5.66,38.04,974.49,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
MCBS,"MetroCity Bankshares, Inc.",33.78,38.01,973.48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
METC,"Ramaco Resources, Inc.",15.65,37.99,972.61,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
DBVT,DBV Technologies SA,16.59,37.96,971.34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
APEI,"American Public Education, Inc.",52.65,37.94,969.35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
USPH,"U.S. Physical Therapy, Inc.",63.45,37.91,965.63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CRSR,"Corsair Gaming, Inc.",9.01,37.89,961.03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
KBDC,"Kayne Anderson BDC, Inc.",14.34,37.86,960.46,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ASIC,Ategrity Specialty Insurance Company Holdings,20.34,37.84,957.34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CRAI,"CRA International, Inc.",145.71,37.81,956.76,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
HPK,"HighPeak Energy, Inc.",7.56,37.79,953.56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
IVA,Inventiva SA,4.03,37.76,952.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
JLHL,Julong Holding Ltd.,44.80,37.74,952.50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
VYX,NCR Voyix Corp.,6.91,37.71,952.25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
NBN,Northeast Bank (Maine),119.29,37.69,951.66,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
ELE,Elemental Royalty Corp.,14.93,37.66,951.64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
TRUP,"Trupanion, Inc.",22.00,37.64,950.36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SCSC,"ScanSource, Inc.",46.71,37.61,949.36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
AORT,"Artivion, Inc.",20.12,37.59,949.34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
NPK,"National Presto Industries, Inc.",132.61,37.56,948.42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
MFA,"MFA Financial, Inc.",9.28,37.54,947.43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
GOOS,"Canada Goose Holdings, Inc.",9.78,37.51,947.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
NRGV,"Energy Vault Holdings, Inc.",5.47,37.49,946.17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
BH,"Biglari Holdings, Inc.",293.54,37.46,946.11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CPF,Central Pacific Financial Corp.,35.19,37.44,944.06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
HBNC,"Horizon Bancorp, Inc. (Indiana)",18.75,37.41,943.22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
DFIN,"Donnelley Financial Solutions, Inc.",36.74,37.39,941.15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SCHL,Scholastic Corp.,43.16,37.36,938.40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
NUTX,"Nutex Health, Inc.",132.59,37.34,937.67,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
LPTH,"LightPath Technologies, Inc.",14.93,37.31,937.45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
AVR,Anteris Technologies Global Corp.,9.64,37.29,937.32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
